LTTRY_PROJ_NO,TOTAL_HH_INCOME,HH_SIZE,TOTAL_HH_INCOME_count,HH_SIZE_count,TOTAL_HH_INCOME_max,HH_SIZE_max,TOTAL_HH_INCOME_min,HH_SIZE_min
499,42256.2700427602,1.858015305232196,39055,40117,7056020.0,10,0.0,1
500,40123.27258239932,1.8856185302305468,36044,36999,7056020.0,10,0.0,1
501,40237.71326021933,1.896755306172237,20060,20495,5553600.0,9,0.0,1
502,38672.16538849883,1.904564315352697,17233,17593,5553600.0,9,0.0,1
503,38870.212766542565,1.9303375837829002,47619,48936,5553600.0,10,0.0,1
504,39862.48153020276,1.9092719628236337,17697,18076,5553600.0,9,0.0,1
505,41444.0119111969,1.9699003726117175,36778,37841,7056020.0,10,0.0,1
506,37811.290296488936,1.9584526309092065,15380,15717,5553600.0,9,0.0,1
507,37102.95403362201,2.0069478663644427,19868,20294,3044964.0,8,0.0,1
508,37156.14379809522,1.8865029720225313,31500,32133,5609994.0,8,0.0,1
509,36795.220181208395,1.9858670336650435,18487,18892,3044964.0,8,0.0,1
510,38556.7910376179,1.9728179922549895,26397,26856,5553600.0,11,0.0,1
511,41706.656621337745,1.8688227810940405,20002,20438,5553600.0,8,0.0,1
512,38095.64288676978,1.9130319047800128,25797,26297,5553600.0,10,0.0,1
513,36359.38227629946,1.9586382437161947,18451,18858,3044964.0,8,0.0,1
514,40597.971009889174,1.9293496991065984,36707,37721,5553600.0,10,0.0,1
515,39265.5186649199,1.97205728257073,16793,17178,5553600.0,8,0.0,1
516,,1.5142857142857142,0,35,,6,,1
517,39372.797039427496,1.7999381800197825,78397,80880,5609994.0,12,0.0,1
518,39202.30442838503,2.1791294094526874,19926,20354,7056020.0,10,0.0,1
519,37259.50395066183,2.0422590774960154,61129,63371,7056020.0,9,0.0,1
520,39748.69398502541,1.840510004991152,21503,22039,7056020.0,10,0.0,1
521,37740.18671884244,1.7321538852762741,27024,27527,7056020.0,8,0.0,1
522,37040.97557137168,1.7633541449878598,22621,23064,7056020.0,8,0.0,1
523,38474.70685158493,2.003732554365466,18044,18486,5553600.0,8,0.0,1
524,38153.529194158546,1.8731022675883455,59987,61916,7056020.0,9,0.0,1
533,39455.59412698413,1.791044776119403,63,67,81000.0,4,0.0,1
534,39700.45435363277,1.9069572506286672,17521,17895,5553600.0,8,0.0,1
535,37033.06584223578,1.77180644019816,22185,22608,7056020.0,8,0.0,1
536,37061.37582661724,2.017721099701888,63778,66418,23400000.0,9,0.0,1
537,40886.22864810816,1.9741059539661403,79496,84112,7056020.0,9,0.0,1
538,39917.84515063946,1.8578682860433462,18687,19102,5553600.0,10,0.0,1
539,39981.92146218354,1.8798060452736711,36849,37947,5553600.0,10,0.0,1
541,39928.39483551598,1.897180252986648,22221,22768,2496000.0,9,0.0,1
542,41052.285386760974,1.8846758967904342,18642,19068,5553600.0,9,0.0,1
543,39735.95535917647,1.8918136492789364,18264,18653,5553600.0,9,0.0,1
544,38048.15559711867,1.8793435280120376,28043,28577,5553600.0,9,0.0,1
545,38254.927792720875,1.8924843423799582,26322,26824,5553600.0,9,0.0,1
546,37273.43728403467,1.7914462277152892,22029,22493,5553600.0,12,0.0,1
547,37951.67505435058,2.0414724164724163,20147,20592,2340000.0,9,0.0,1
548,41055.2127458952,1.8778921618591378,19185,19622,5553600.0,9,0.0,1
549,43003.178900210434,1.8205242554878351,97846,100905,5558280.0,9,0.0,1
550,38930.39260005814,1.882905067808708,27484,28020,5553600.0,8,0.0,1
551,42637.594565136205,1.8743151935719504,21432,21904,3532828.0,9,0.0,1
552,35874.91136122044,1.663338868413592,47979,49382,11700000.0,12,0.0,1
553,38319.82192316751,1.9139803482158249,16998,17403,3244800.0,8,0.0,1
554,42612.8282861528,2.0010952175500316,29320,30131,5061160.0,9,0.0,1
555,38083.2267613998,1.7462424360726136,25088,25615,5382000.0,10,0.0,1
556,38696.85346729478,1.8936579115951313,16771,17171,1383200.0,8,0.0,1
557,40398.28327054993,1.8597030209933436,17202,17577,3244800.0,12,0.0,1
558,38169.1089583468,1.8698041692987997,15485,15830,3244800.0,8,0.0,1
559,36274.39322223768,1.6896944564697305,42666,43889,5382000.0,9,0.0,1
560,38836.44421263443,1.874714408779355,26214,26699,5382000.0,8,0.0,1
561,41189.85056072109,1.9534456536767466,49365,50629,3827460.0,9,0.0,1
562,36372.855115315695,2.001524327442014,46828,48546,5059314.0,11,0.0,1
563,39960.27682528203,1.8755020080321285,16581,16932,3827460.0,8,0.0,1
564,40134.41287707769,1.8794192686186368,16124,16462,3827460.0,8,0.0,1
565,38243.28137332677,1.9043636363636363,16136,16500,3827460.0,8,0.0,1
566,40346.370678810796,1.8630551816958276,17457,17832,3827460.0,8,0.0,1
567,38670.24494142595,2.0246242556007186,20743,21158,3827460.0,9,0.0,1
568,37047.03168886056,2.089173672339553,47085,48770,3827460.0,11,0.0,1
569,40960.82519239494,1.9477479476370092,17620,18028,3827460.0,8,0.0,1
570,39584.51448764094,1.889968549030653,20835,21303,3827460.0,9,0.0,1
571,40280.322303326146,1.9158707241226123,17618,18008,3827460.0,8,0.0,1
572,37062.427462014835,2.012625997873201,64433,66767,9100000.0,11,0.0,1
573,38307.42606964671,1.9948628428927682,19642,20050,3827460.0,9,0.0,1
574,42454.270305571896,1.869055101613241,18719,19092,3827460.0,8,0.0,1
575,38722.6258588267,1.9290360348640563,15102,15374,3827460.0,8,0.0,1
576,45963.81486025266,1.8879863803253134,47407,48753,5148000.0,9,0.0,1
577,42119.08721190215,1.873076503328604,17980,18326,11700000.0,9,0.0,1
578,40724.86827615977,1.8822667042571186,17374,17735,3827460.0,8,0.0,1
579,40666.33572300156,2.057691576345313,25733,26295,5382000.0,8,0.0,1
580,43327.33958896209,1.9469678369752026,39899,40730,11700000.0,10,0.0,1
581,37618.98012469225,1.9452491011813047,19087,19470,3244800.0,11,0.0,1
583,41010.76702738663,1.8731919521479066,18038,18390,3380000.0,8,0.0,1
584,38474.386202617185,2.0560819283823326,56244,57416,5148000.0,11,0.0,1
585,39654.615816494406,1.8657505893175415,17024,17393,11700000.0,7,0.0,1
586,38749.061140130085,1.9886427108545894,21059,21484,3244800.0,8,0.0,1
587,36764.907045416505,1.9662055011756985,17901,18287,3244800.0,7,0.0,1
588,39779.55184518328,1.8712164221471899,65148,66934,11700000.0,12,0.0,1
589,38357.99536074914,1.7264875239923225,24560,25008,11700000.0,9,0.0,1
590,39463.5490749695,1.857925368024649,17167,17526,11700000.0,8,0.0,1
591,36304.26246618939,1.972403201034678,59375,61855,11700000.0,10,0.0,1
592,40049.98013517663,1.8504145936981757,32624,33165,11700000.0,9,0.0,1
595,40560.30515338371,1.8998491704374056,19461,19890,3380000.0,9,0.0,1
596,33307.61872425093,1.8599188213110038,29904,31289,5148000.0,8,0.0,1
597,36432.76082629992,1.9906811018226669,21445,21891,3244800.0,10,0.0,1
599,42314.01701778021,1.9527879637618637,71990,74176,9100000.0,9,0.0,1
600,47019.47678178712,1.8446258355818903,72301,73751,9100000.0,9,0.0,1
601,41697.09994167203,1.8467145573631947,18516,18932,3654742.0,9,0.0,1
602,40738.20173539648,1.845224325055989,78714,81266,5558280.0,11,0.0,1
603,40706.507937883,1.963613810212942,14199,14511,5058564.0,8,0.0,1
604,41394.94997659175,1.8723111227701994,14952,15248,5058564.0,8,0.0,1
605,41071.96268103564,1.871400038657303,15218,15521,5058564.0,8,0.0,1
606,45390.79364164386,1.876929662626749,36500,37377,5280000.0,8,0.0,1
607,41393.93652563058,1.914508408002946,15977,16294,5058564.0,12,0.0,1
608,39847.58977418441,1.8856683894398658,14038,14318,5058564.0,8,0.0,1
609,40486.07572336093,1.8543216621406649,60447,62233,5280000.0,12,0.0,1
610,40348.46895576402,1.90385313112256,13541,13781,5058564.0,8,0.0,1
611,41837.91189185278,1.8921610470906245,13796,14058,6240000.0,8,0.0,1
612,41137.21305633596,1.9805128948130977,13526,13804,6240000.0,9,0.0,1
613,41396.72766001285,1.8620689655172413,14077,14355,5058564.0,8,0.0,1
614,40823.18624691731,1.9060299295774648,13381,13632,5058564.0,8,0.0,1
615,40367.98408526838,1.8922548873302492,13135,13402,5058564.0,8,0.0,1
616,38396.85364261377,2.089398350315381,16145,16488,5058564.0,9,0.0,1
617,44258.04211954692,1.853425261740604,41858,43077,7056020.0,9,0.0,1
618,41722.30312630792,1.9121314361155934,13380,13634,5058564.0,9,0.0,1
619,42766.233633126714,1.878910645959937,30332,31101,7056020.0,12,0.0,1
620,37439.7414059907,1.9542022094811915,55420,57208,6839400.0,9,0.0,1
621,41537.80876523917,1.9135072908672295,12796,13030,5058564.0,8,0.0,1
622,38478.830870693324,2.0105450236966824,16573,16880,5382000.0,8,0.0,1
623,41215.44742056078,1.9028160391796756,12840,13068,5058564.0,8,0.0,1
624,40659.39051589599,1.863417056903647,13840,14094,5058564.0,8,0.0,1
625,43407.67796381715,1.8730205451227409,16693,16987,5058564.0,8,0.0,1
626,40239.47413883406,2.035928359283593,54223,55555,7056020.0,9,0.0,1
627,40651.73643081511,1.8746937082972066,26104,26527,5280000.0,8,0.0,1
628,34492.095343272405,1.8468072736668713,29379,30961,5617872.0,8,0.0,1
629,44972.05239914987,1.8615747253165038,51289,52606,7056020.0,12,0.0,1
630,41162.29183211754,1.850800131228812,27007,27433,5280000.0,9,0.0,1
631,39779.11054147047,1.7798018157004687,16566,16853,5382000.0,7,0.0,1
632,44582.08220045218,1.898616661543191,15924,16265,5558280.0,7,0.0,1
633,42145.95770486756,1.8877466172802178,12984,13229,7056020.0,7,0.0,1
634,40894.172469904515,1.8799445395970964,12045,12261,5058564.0,7,0.0,1
635,42252.73934869581,1.9243018512707877,12498,12748,7056020.0,9,0.0,1
636,41349.60869666348,1.900078678206137,12468,12710,5058564.0,8,0.0,1
637,43815.37773896237,1.8628961907531258,13454,13756,5058564.0,8,0.0,1
638,45224.42114071997,1.9219391412002347,14973,15347,7056020.0,8,0.0,1
640,42747.429563063364,1.8830547317336208,14533,14836,5058564.0,12,0.0,1
641,,1.9949238578680204,0,591,,8,,1
642,40525.16732583294,1.9353861330326945,13866,14192,5058564.0,9,0.0,1
643,41845.82530459568,1.8751221555214295,14035,14326,5058564.0,8,0.0,1
647,40238.58891988017,2.014638150394455,21368,21929,5058564.0,8,0.0,1
648,44019.10506423558,1.9311990742972855,20238,20741,5058564.0,10,0.0,1
649,42150.36742948888,1.8893701403746803,18685,19163,5058564.0,8,0.0,1
650,41724.19844738096,1.8765230254194403,25048,25689,5599992.0,8,0.0,1
