Lottery Number,Project Name,PHN,Street Name,Boro,NC/Pres,Oversight Agency,Unit Size,Rent,Number of Units,Eligible Household Size,income_min1,income_max1,hh_size2,income_min2,income_max2,hh_size3,income_min3,income_max3,hh_size4,income_min4,income_max4,hh_size5,income_min5,income_max5,hh_size6,income_min6,income_max6,Total Application Count,OPEN APPLICATION PERIOD START,open_year,Project Close,Open Market units
249,461 Dean at Pacific Park Brooklyn,461,DEAN STREET,3,New Construction,HDC,2,727,1.0,2,26572,29000,3.0,26572.0,32640.0,4.0,26572.0,36240.0,,,,,,,,,,84070.0,4/27/16,2016,STILL IN PROGRESS,
249,461 Dean at Pacific Park Brooklyn,461,DEAN STREET,3,New Construction,HDC,2,931,9.0,2,33566,36250,3.0,33566.0,40800.0,4.0,33566.0,45300.0,,,,,,,,,,84070.0,4/27/16,2016,STILL IN PROGRESS,
249,461 Dean at Pacific Park Brooklyn,461,DEAN STREET,3,New Construction,HDC,2,1584,5.0,2,55955,72500,3.0,55955.0,81600.0,4.0,55955.0,90600.0,,,,,,,,,,84070.0,4/27/16,2016,STILL IN PROGRESS,
249,461 Dean at Pacific Park Brooklyn,461,DEAN STREET,3,New Construction,HDC,2,2400,5.0,2,83932,101500,3.0,83932.0,114240.0,4.0,83932.0,126840.0,,,,,,,,,,84070.0,4/27/16,2016,STILL IN PROGRESS,
249,461 Dean at Pacific Park Brooklyn,461,DEAN STREET,3,New Construction,HDC,2,3012,16.0,2,204915,116000,3.0,104915.0,130560.0,4.0,104915.0,144960.0,,,,,,,,,,84070.0,4/27/16,2016,STILL IN PROGRESS,11.0
250,CROTONA TERRACE BUILDING A,1825,BOSTON ROAD,2,New Construction,HDC,0,975,20.0,1,34766,63500,,,,,,,,,,,,,,,,37386.0,4/29/16,2016,5/3/17,
250,CROTONA TERRACE BUILDING A,1825,BOSTON ROAD,2,New Construction,HDC,1,1230,19.0,1,43543,63500,2.0,43543.0,72500.0,,,,,,,,,,,,,37386.0,4/29/16,2016,5/3/17,
250,CROTONA TERRACE BUILDING A,1825,BOSTON ROAD,2,New Construction,HDC,2,1486,40.0,2,52355,72500,3.0,52355.0,81600.0,4.0,52355.0,90600.0,,,,,,,,,,37386.0,4/29/16,2016,5/3/17,
251,555TEN,551,10 AVENUE,1,New Construction,HPD,0,913,21.0,1,32640,38100,,,,,,,,,,,,,,,,68750.0,5/5/16,2016,2/15/18,
251,555TEN,551,10 AVENUE,1,New Construction,HPD,1,980,65.0,1,34972,38100,2.0,34971.0,43500.0,,,,,,,,,,,,,68750.0,5/5/16,2016,2/15/18,
251,555TEN,551,10 AVENUE,1,New Construction,HPD,2,1165,29.0,2,41349,43500,3.0,41349.0,48960.0,4.0,41349.0,54360.0,,,,,,,,,,68750.0,5/5/16,2016,2/15/18,
251,555TEN,551,10 AVENUE,1,New Construction,HPD,3,1315,5.0,3,46938,48960,4.0,46937.0,54360.0,5.0,46937.0,58740.0,6.0,46937.0,63060.0,,,,,,,68750.0,5/5/16,2016,2/15/18,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,0,788,5.0,1,28355,38100,,,,,,,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,0,958,2.0,1,34183,63500,,,,,,,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,1,847,52.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,1,1208,10.0,1,42789,63500,2.0,42789.0,72500.0,,,,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,2,1025,56.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,2,1458,9.0,2,51395,72500,3.0,51395.0,81600.0,4.0,51395.0,90600.0,,,,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,3,1182,5.0,3,42378,48960,4.0,42378.0,54360.0,5.0,42378.0,58740.0,6.0,42378.0,63060.0,,,,,,,46937.0,5/10/16,2016,12/13/17,
253,Morris Avenue Apartments,655,MORRIS AVENUE,2,New Construction,HDC,3,1683,1.0,3,59555,81600,4.0,59555.0,90600.0,5.0,59555.0,97900.0,6.0,59555.0,105100.0,,,,,,,46937.0,5/10/16,2016,12/13/17,
255,70 Charlton,70,Charlton Street,1,New Construction,HPD,0,833,7.0,1,29898,38100,,,,,,,,,,,,,,,,80689.0,5/19/16,2016,10/1/17,
255,70 Charlton,70,Charlton Street,1,New Construction,HPD,1,895,2.0,1,32058,38100,2.0,32058.0,43500.0,,,,,,,,,,,,,80689.0,5/19/16,2016,10/1/17,
255,70 Charlton,70,Charlton Street,1,New Construction,HPD,2,1082,20.0,2,38503,43500,3.0,38503.0,48960.0,4.0,38503.0,54360.0,,,,,,,,,,80689.0,5/19/16,2016,10/1/17,
256,30 AND 40 ORIENT AVENUE APARTMENTS,30,ORIENT AVENUE,3,New Construction,HPD,1,947,2.0,1,32469,38100,2.0,32469.0,43500.0,,,,,,,,,,,,,26472.0,5/23/16,2016,12/15/17,
256,30 AND 40 ORIENT AVENUE APARTMENTS,30,ORIENT AVENUE,3,New Construction,HPD,2,1072,2.0,2,36755,43500,3.0,36755.0,48960.0,4.0,36755.0,54360.0,,,,,,,,,,26472.0,5/23/16,2016,12/15/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,1,538,2.0,1,19818,25400,2.0,19818.0,29000.0,,,,,,,,,,,,,48977.0,5/27/16,2016,7/17/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,1,861,5.0,1,30892,38100,2.0,30892.0,43500.0,,,,,,,,,,,,,48977.0,5/27/16,2016,7/17/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,2,655,17.0,2,23863,29000,3.0,23863.0,32640.0,4.0,23863.0,36240.0,,,,,,,,,,48977.0,5/27/16,2016,7/17/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,2,1042,66.0,2,37132,43500,3.0,37132.0,48960.0,4.0,37132.0,54360.0,,,,,,,,,,48977.0,5/27/16,2016,7/17/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,3,749,9.0,3,27532,32640,4.0,27532.0,36240.0,5.0,27532.0,39160.0,6.0,27532.0,42040.0,,,,,,,48977.0,5/27/16,2016,7/17/17,
257,Crossroads II Plaza,500,UNION AVENUE,2,New Construction,HDC,3,1196,36.0,3,42858,48960,4.0,42858.0,54360.0,5.0,42858.0,58740.0,6.0,42858.0,63060.0,,,,,,,48977.0,5/27/16,2016,7/17/17,
258,505 St Marks Avenue,505,ST MARKS AVENUE,3,New Construction,HPD,1,913,18.0,1,31303,36300,2.0,31303.0,41460.0,,,,,,,,,,,,,56039.0,5/26/16,2016,12/1/17,
258,505 St Marks Avenue,505,ST MARKS AVENUE,3,New Construction,HPD,2,1065,12.0,2,36515,41460,3.0,36515.0,46620.0,4.0,36515.0,51780.0,,,,,,,,,,56039.0,5/26/16,2016,12/1/17,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,0,1715,2.0,1,60138,76200,,,,,,,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,0,2376,8.0,1,82800,104775,,,,,,,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,4.0
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,1,1840,4.0,1,64458,76200,2.0,64458.0,87000.0,,,,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,1,2233,11.0,1,77932,92075,2.0,77932.0,105125.0,,,,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,1,2548,3.0,1,88732,104775,2.0,88732.0,119625.0,,,,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,2,1422,22.0,2,50160,58000,3.0,50160.0,65280.0,4.0,50160.0,72480.0,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
259,KB25,323-329,EAST 25 STREET,1,New Construction,HPD,2,2216,5.0,2,77383,87000,3.0,77383.0,97920.0,4.0,77383.0,108720.0,,,,,,,,,,56454.0,5/27/16,2016,1/25/19,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,0,494,3.0,1,18275,25400,,,,,,,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,0,788,4.0,1,28355,38100,,,,,,,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,1,532,7.0,1,19612,25400,2.0,19612.0,29000.0,,,,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,1,847,29.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,2,647,4.0,2,23589,29000,3.0,23589.0,32640.0,4.0,23589.0,36240.0,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,2,1025,17.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,52307.0,6/24/16,2016,7/31/17,
261,Brook Avenue Apartments,469,EAST 147 STREET,2,New Construction,HPD,3,1182,1.0,3,42378,48960,4.0,42378.0,54360.0,5.0,42378.0,58740.0,6.0,42378.0,63060.0,,,,,,,52307.0,6/24/16,2016,7/31/17,
262,West of Ninth,424,WEST 55 STREET,1,New Construction,HPD,0,1146,3.0,1,40629,50750,,,,,,,,,,,,,,,,26888.0,6/6/16,2016,2/1/18,
262,West of Ninth,424,WEST 55 STREET,1,New Construction,HPD,1,1230,5.0,1,43543,50750,2.0,43543.0,58000.0,,,,,,,,,,,,,26888.0,6/6/16,2016,2/1/18,
262,West of Ninth,424,WEST 55 STREET,1,New Construction,HPD,2,1486,6.0,2,52355,58000,3.0,52355.0,65250.0,4.0,52355.0,72500.0,,,,,,,,,,26888.0,6/6/16,2016,2/1/18,
262,West of Ninth,424,WEST 55 STREET,1,New Construction,HPD,3,1709,3.0,4,60446,72500,5.0,60446.0,78300.0,6.0,60446.0,84100.0,,,,,,,,,,26888.0,6/6/16,2016,2/1/18,
263,Webster Commons E,3556,WEBSTER AVENUE,2,New Construction,HDC,0,865,23.0,1,30995,38100,,,,,,,,,,,,,,,,43613.0,6/6/16,2016,12/30/16,
263,Webster Commons E,3556,WEBSTER AVENUE,2,New Construction,HDC,1,929,9.0,1,33223,38100,2.0,33223.0,43500.0,,,,,,,,,,,,,43613.0,6/6/16,2016,12/30/16,
263,Webster Commons E,3556,WEBSTER AVENUE,2,New Construction,HDC,2,1121,31.0,2,39840,43500,3.0,39840.0,48960.0,4.0,39840.0,54360.0,,,,,,,,,,43613.0,6/6/16,2016,12/30/16,
265,West 46 Street Apartments,733,8 AVENUE,1,New Construction,HPD,2,1486,5.0,2,52355,58000,3.0,52355.0,65250.0,4.0,52355.0,72500.0,,,,,,,,,,29756.0,6/15/16,2016,9/15/18,
265,West 46 Street Apartments,733,8 AVENUE,1,New Construction,HPD,3,1709,5.0,3,60446,65250,4.0,60446.0,72500.0,5.0,60446.0,78300.0,6.0,60446.0,84100.0,,,,,,,29756.0,6/15/16,2016,9/15/18,
266,103 Varet,103,VARET STREET,3,New Construction,HPD,1,947,2.0,1,32469,38100,2.0,32469.0,43500.0,,,,,,,,,,,,,30070.0,6/16/16,2016,3/15/17,
267,Bushwick Place Venture LLC,83,BUSHWICK PLACE,3,New Construction,HPD,1,947,2.0,1,32469,38100,2.0,32469.0,43500.0,,,,,,,,,,,,,30216.0,6/20/16,2016,4/1/18,
267,Bushwick Place Venture LLC,83,BUSHWICK PLACE,3,New Construction,HPD,2,1071,2.0,2,36720,43500,3.0,36720.0,48960.0,4.0,36720.0,54360.0,,,,,,,,,,30216.0,6/20/16,2016,4/1/18,
268,Jackson Estate ll LLC,11,JACKSON STREET,3,New Construction,HPD,0,882,3.0,1,30240,38100,,,,,,,,,,,,,,,,38030.0,6/21/16,2016,6/1/17,
268,Jackson Estate ll LLC,11,JACKSON STREET,3,New Construction,HPD,1,945,4.0,1,32400,38100,2.0,32400.0,43500.0,,,,,,,,,,,,,38030.0,6/21/16,2016,6/1/17,
268,Jackson Estate ll LLC,11,JACKSON STREET,3,New Construction,HPD,2,1134,2.0,2,38880,43500,3.0,38880.0,48960.0,4.0,38880.0,54360.0,,,,,,,,,,38030.0,6/21/16,2016,6/1/17,
269,7 West 21 Street,7,WEST 21 STREET,1,New Construction,HPD,0,913,12.0,1,32640,38100,,,,,,,,,,,,,,,,80290.0,6/23/16,2016,9/15/18,
269,7 West 21 Street,7,WEST 21 STREET,1,New Construction,HPD,1,980,33.0,1,34972,38100,2.0,34972.0,43500.0,,,,,,,,,,,,,80290.0,6/23/16,2016,9/15/18,
269,7 West 21 Street,7,WEST 21 STREET,1,New Construction,HPD,2,1183,12.0,2,41966,43500,3.0,41966.0,48960.0,4.0,41966.0,54360.0,,,,,,,,,,80290.0,6/23/16,2016,9/15/18,
269,7 West 21 Street,7,WEST 21 STREET,1,New Construction,HPD,3,1359,1.0,3,48446,48960,4.0,48446.0,54360.0,5.0,48446.0,58740.0,6.0,48446.0,63060.0,,,,,,,80290.0,6/23/16,2016,9/15/18,
270,Bridge Land Hudson LLC,261,HUDSON STREET,1,New Construction,HDC,0,788,16.0,1,28355,38100,,,,,,,,,,,,,,,,93047.0,6/30/16,2016,10/19/17,
270,Bridge Land Hudson LLC,261,HUDSON STREET,1,New Construction,HDC,1,847,16.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,93047.0,6/30/16,2016,10/19/17,
270,Bridge Land Hudson LLC,261,HUDSON STREET,1,New Construction,HDC,2,1025,9.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,93047.0,6/30/16,2016,10/19/17,
271,11-07 Welling Court,7-Nov,WELLING COURT,4,New Construction,HPD,1,947,6.0,1,32469,38100,2.0,32469.0,43500.0,,,,,,,,,,,,,32697.0,6/30/16,2016,4/1/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,0,494,8.0,1,18275,25400,,,,,,,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,0,641,4.0,1,23315,31750,,,,,,,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,1,532,20.0,1,19612,25400,2.0,19612.0,29000.0,,,,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,1,690,9.0,1,25029,31750,2.0,25029.0,36250.0,,,,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,1,847,67.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,2,647,15.0,2,23589,29000,3.0,23589.0,32640.0,4.0,23589.0,36240.0,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,2,836,9.0,2,30069,36250,3.0,30069.0,40800.0,4.0,30069.0,45300.0,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,2,1025,56.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,3,745,13.0,3,27395,32640,4.0,27395.0,36240.0,5.0,27395.0,39160.0,6.0,27395.0,42040.0,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,3,963,7.0,3,34869,40800,4.0,34869.0,45300.0,5.0,34869.0,48950.0,6.0,34869.0,52550.0,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,3,1182,49.0,3,42378,48960,4.0,42378.0,54360.0,5.0,42378.0,58740.0,6.0,42378.0,63060.0,,,,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,4,835,1.0,4,30515,36240,5.0,30515.0,39160.0,6.0,30515.0,42040.0,7.0,30515.0,44960.0,8.0,30515.0,47840.0,,,,74640.0,7/2/16,2016,5/2/17,
272,GATEWAY ELTON III,1062,ELTON STREET,3,New Construction,HDC,4,1322,1.0,4,47212,54360,5.0,47212.0,58740.0,6.0,47212.0,63060.0,7.0,47212.0,67440.0,8.0,47212.0,71760.0,,,,74640.0,7/2/16,2016,5/2/17,
274,CAMBA Gardens Phase II,560,WINTHROP STREET,3,New Construction,HPD,0,822,17.0,1,29692,38100,,,,,,,,,,,,,,,,62080.0,7/12/16,2016,7/29/14,
274,CAMBA Gardens Phase II,560,WINTHROP STREET,3,New Construction,HPD,1,882,23.0,1,31818,38100,2.0,31818.0,43500.0,,,,,,,,,,,,,62080.0,7/12/16,2016,7/29/14,
274,CAMBA Gardens Phase II,560,WINTHROP STREET,3,New Construction,HPD,2,1066,48.0,2,38195,43500,3.0,38195.0,48960.0,4.0,38195.0,54360.0,,,,,,,,,,62080.0,7/12/16,2016,7/29/14,
274,CAMBA Gardens Phase II,560,WINTHROP STREET,3,New Construction,HPD,3,1228,22.0,3,44229,48960,4.0,44229.0,54360.0,5.0,44229.0,58740.0,6.0,44229.0,63060.0,,,,,,,62080.0,7/12/16,2016,7/29/14,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,532,5.0,1,19612,25400,2.0,19612.0,29000.0,,,,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,847,25.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,1,1208,15.0,1,42789,63500,2.0,42789.0,72500.0,,,,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,647,10.0,2,23589,29000,3.0,23589.0,32640.0,4.0,23589.0,36240.0,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,1025,39.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,2,1458,30.0,2,51395,72500,3.0,51395.0,81600.0,4.0,51395.0,90600.0,,,,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,745,4.0,3,27395,32640,4.0,27395.0,36240.0,5.0,27395.0,39160.0,6.0,27395.0,42040.0,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,1182,11.0,3,42378,48960,4.0,42378.0,54360.0,5.0,42378.0,58740.0,6.0,42378.0,63060.0,,,,,,,58528.0,7/12/16,2016,9/18/17,
275,3160 Park Avenue,3160,PARK AVENUE,2,New Construction,HDC,3,1683,12.0,3,59555,81600,4.0,59555.0,90600.0,5.0,59555.0,97900.0,6.0,59555.0,105100.0,,,,,,,58528.0,7/12/16,2016,9/18/17,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,548,3.0,1,20126,25400,,,,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,865,15.0,1,30995,38100,,,,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,1049,3.0,1,37303,63500,,,,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,1729,9.0,1,60618,92075,,,,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,0,2137,36.0,1,74606,104775,,,,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,19.0
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,589,7.0,1,21566,25400,2.0,21566.0,29000.0,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,929,34.0,1,33223,38100,2.0,33223.0,43500.0,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,1320,7.0,1,46629,63500,2.0,46629.0,72500.0,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,2170,20.0,1,75772,92075,2.0,75772.0,105125.0,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,1,2680,61.0,1,93258,104775,2.0,93258.0,119625.0,,,,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,52.0
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,713,4.0,2,25852,29000,3.0,25852.0,32640.0,4.0,25852.0,36240.0,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,1121,22.0,2,39840,43500,3.0,39840.0,48960.0,4.0,39840.0,54360.0,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,1591,4.0,2,55955,72500,3.0,55955.0,81600.0,4.0,55955.0,90600.0,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,2611,13.0,2,90926,105125,3.0,90926.0,118320.0,4.0,90926.0,131370.0,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,2,3223,44.0,2,111909,119625,3.0,111909.0,134640.0,4.0,111909.0,149490.0,,,,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,35.0
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,817,1.0,3,29863,32640,4.0,29863.0,36240.0,5.0,29863.0,39160.0,6.0,29863.0,42040.0,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,1289,4.0,3,46046,48960,4.0,46046.0,54360.0,5.0,46046.0,58740.0,6.0,46046.0,63060.0,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,1831,1.0,3,64629,81600,4.0,64629.0,90600.0,5.0,64629.0,97900.0,6.0,64629.0,105100.0,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,3009,2.0,3,105018,118320,4.0,105018.0,131370.0,5.0,105018.0,141955.0,6.0,105018.0,152395.0,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,
276,535 Carlton Pacific Park Brooklyn,535,CARLTON AVENUE,3,New Construction,HDC,3,3716,7.0,3,129258,134640,4.0,129258.0,149490.0,5.0,129258.0,161535.0,6.0,129258.0,173415.0,,,,,,,92743.0,7/15/16,2016,STILL IN PROGRESS,1.0
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,494,1.0,1,18275,25400,,,,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,641,2.0,1,23315,31750,,,,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,0,1589,12.0,1,55818,111125,,,,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,532,1.0,1,19612,25400,2.0,19612.0,29000.0,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,690,1.0,1,25029,31750,2.0,25029.0,36250.0,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,1,1997,10.0,1,69840,111125,2.0,69840.0,126875.0,,,,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,2,836,6.0,2,30069,36250,3.0,30069.0,40800.0,4.0,30069.0,45300.0,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,
278,Strivers Plaza,275,WEST 140 STREET,1,New Construction,HDC,2,2405,20.0,2,83863,126875,3.0,83863.0,142800.0,4.0,83863.0,158550.0,,,,,,,,,,72790.0,7/25/16,2016,4/8/18,10.0
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,0,788,1.0,1,28355,38100,,,,,,,,,,,,,,,,56926.0,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,1,847,102.0,1,30412,38100,2.0,30412.0,43500.0,,,,,,,,,,,,,56926.0,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,2,836,1.0,2,30069,36250,3.0,30069.0,40800.0,4.0,30069.0,45300.0,,,,,,,,,,56926.0,7/27/16,2016,7/12/18,
279,STANLEY COMMONS,670,STANLEY AVENUE,3,New Construction,HDC,2,1025,77.0,2,36549,43500,3.0,36549.0,48960.0,4.0,36549.0,54360.0,,,,,,,,,,56926.0,7/27/16,2016,7/12/18,
